,ID,SEASON,CITY,CITY_Corrrected,TEAM1,TEAM1_MODEL,TEAM2,TEAM2_MODEL,TOSS_WINNER,TEAM1_STRENGTH,TEAM1_CUMU_STRENGTH,TEAM2_STRENGTH,TEAM2_CUMU_STRENGTH,TOSS_DECISION,RESULT,WINNER,WIN_BY_RUNS,TOSS_WINNER_MODEL,WINNER_MODEL,TOSS_DECISION_MODEL,CITY_MODEL,WIN_RATE_TEAM1,WIN_RATE_TEAM2
103,163,2009,Johannesburg,Johannesburg,KKR,1,SRH,0,SRH,223.46153846153842,274.3055278055278,313.75,267.55625,field,normal,SRH,0,0,0,0,2,0.304347826,0.32
104,164,2009,Johannesburg,Johannesburg,KXIP,1,SRH,0,SRH,267.35714285714283,262.95238095238096,313.75,267.55625,field,normal,KXIP,1,0,1,0,2,0.592592593,0.346153846
105,165,2009,Bloemfontein,Bloemfontein,DD,1,RR,0,DD,302.46666666666664,286.93333333333334,265.53846153846155,299.44102564102565,bat,normal,DD,14,1,1,1,2,0.6,0.703703704
106,166,2009,Centurion,Centurion,CSK,1,KKR,0,CSK,317.7857142857143,328.4928571428572,223.46153846153842,274.3055278055278,bat,normal,KKR,0,1,0,1,2,0.592592593,0.291666667
107,167,2009,Johannesburg,Johannesburg,DD,1,RCB,0,DD,302.46666666666664,286.93333333333334,260.5,237.60416666666663,bat,normal,RCB,0,1,0,1,2,0.615384615,0.384615385
108,168,2009,Durban,Durban,RR,1,KKR,0,KKR,265.53846153846155,299.44102564102565,223.46153846153842,274.3055278055278,field,normal,KKR,0,0,0,0,2,0.6785714290000001,0.32
109,169,2009,Durban,Durban,CSK,1,KXIP,0,CSK,317.7857142857143,328.4928571428572,267.35714285714283,262.95238095238096,bat,normal,CSK,24,1,1,1,2,0.571428571,0.607142857
110,170,2009,Centurion,Centurion,MI,1,DD,0,DD,311.61538461538464,305.83547008547015,302.46666666666664,286.93333333333334,field,normal,DD,0,0,0,0,2,0.46153846200000004,0.592592593
111,171,2009,Centurion,Centurion,RCB,1,SRH,0,RCB,260.5,237.60416666666663,313.75,267.55625,bat,normal,RCB,12,1,1,1,2,0.40740740700000005,0.333333333
112,172,2009,Centurion,Centurion,DD,1,SRH,0,SRH,302.46666666666664,286.93333333333334,313.75,267.55625,field,normal,SRH,0,0,0,0,2,0.607142857,0.321428571
113,173,2009,Johannesburg,Johannesburg,CSK,1,RCB,0,RCB,317.7857142857143,328.4928571428572,260.5,237.60416666666663,field,normal,RCB,0,0,0,0,2,0.5862068970000001,0.428571429
114,174,2009,Johannesburg,Johannesburg,SRH,1,RCB,0,RCB,313.75,267.55625,260.5,237.60416666666663,field,normal,SRH,6,0,1,0,2,0.344827586,0.448275862
115,175,2010,Mumbai,MI,KKR,1,SRH,0,SRH,240.7142857142857,216.27857142857138,294.625,280.75625,field,normal,KKR,11,0,1,0,2,0.346153846,0.36666666700000006
116,176,2010,Mumbai,MI,MI,1,RR,0,MI,305.375,279.20625,257.57142857142856,279.8412698412698,bat,normal,MI,4,1,1,1,1,0.444444444,0.655172414
117,177,2010,Chandigarh,KXIP,KXIP,1,DD,0,DD,282.35714285714283,291.72619047619037,268.92857142857144,289.2809523809524,field,normal,DD,0,0,0,0,1,0.5862068970000001,0.5862068970000001
118,178,2010,Kolkata,KKR,RCB,1,KKR,0,KKR,298.3125,245.55208333333331,240.7142857142857,216.27857142857138,field,normal,KKR,0,0,0,0,0,0.433333333,0.37037037
119,179,2010,Chennai,CSK,SRH,1,CSK,0,SRH,294.625,280.75625,318.375,287.59374999999994,bat,normal,SRH,31,1,1,1,0,0.35483871,0.566666667
120,180,2010,Ahmedabad,Ahmedabad,RR,1,DD,0,DD,257.57142857142856,279.8412698412698,268.92857142857144,289.2809523809524,field,normal,DD,0,0,0,0,2,0.6333333329999999,0.6
121,181,2010,Bangalore,RCB,KXIP,1,RCB,0,KXIP,282.35714285714283,291.72619047619037,298.3125,245.55208333333331,bat,normal,RCB,0,1,0,1,0,0.566666667,0.419354839
122,182,2010,Kolkata,KKR,CSK,1,KKR,0,CSK,318.375,287.59374999999994,240.7142857142857,216.27857142857138,bat,normal,CSK,55,1,1,1,0,0.548387097,0.39285714299999996
123,183,2010,Delhi,DD,MI,1,DD,0,DD,305.375,279.20625,268.92857142857144,289.2809523809524,field,normal,MI,98,0,1,0,0,0.46428571399999996,0.612903226
124,184,2010,Bangalore,RCB,RR,1,RCB,0,RCB,257.57142857142856,279.8412698412698,298.3125,245.55208333333331,field,normal,RCB,0,0,0,0,0,0.612903226,0.4375
125,185,2010,Delhi,DD,DD,1,CSK,0,DD,268.92857142857144,289.2809523809524,318.375,287.59374999999994,bat,normal,CSK,0,1,0,1,1,0.59375,0.5625
126,186,2010,Cuttack,Cuttack,SRH,1,KXIP,0,KXIP,294.625,280.75625,282.35714285714283,291.72619047619037,field,normal,SRH,6,0,1,0,2,0.375,0.548387097
127,187,2010,Ahmedabad,Ahmedabad,RR,1,KKR,0,RR,257.57142857142856,279.8412698412698,240.7142857142857,216.27857142857138,bat,normal,RR,34,1,1,1,2,0.59375,0.379310345
128,188,2010,Mumbai,MI,MI,1,RCB,0,MI,305.375,279.20625,298.3125,245.55208333333331,bat,normal,RCB,0,1,0,1,1,0.482758621,0.454545455
129,189,2010,Cuttack,Cuttack,SRH,1,DD,0,SRH,294.625,280.75625,268.92857142857144,289.2809523809524,bat,normal,SRH,10,1,1,1,2,0.393939394,0.575757576
130,190,2010,Chennai,CSK,KXIP,1,CSK,0,CSK,282.35714285714283,291.72619047619037,318.375,287.59374999999994,field,tie,KXIP,0,0,1,0,0,0.53125,0.575757576
131,191,2010,Mumbai,MI,KKR,1,MI,0,KKR,240.7142857142857,216.27857142857138,305.375,279.20625,bat,normal,MI,0,1,0,1,0,0.36666666700000006,0.46666666700000003
132,192,2010,Bangalore,RCB,RCB,1,CSK,0,CSK,298.3125,245.55208333333331,318.375,287.59374999999994,field,normal,RCB,36,0,1,0,1,0.470588235,0.558823529
133,193,2010,Chandigarh,KXIP,RR,1,KXIP,0,KXIP,257.57142857142856,279.8412698412698,282.35714285714283,291.72619047619037,field,normal,RR,31,0,1,0,0,0.606060606,0.545454545
134,194,2010,Mumbai,MI,CSK,1,MI,0,MI,318.375,287.59374999999994,305.375,279.20625,field,normal,MI,0,0,0,0,0,0.542857143,0.48387096799999996
